item_id;on_off;track;beat;accuracy;direction;difficulty;discrimination;guessing;inattention
14_4_6;1;14;4;2;1;0.378447989;1.295225507;0.4;0.954
14_4_8;1;14;4;7;0;0.477392335;1.295225507;0.4;0.954
14_4_5;1;14;4;3;1;0.69270668;1.295225507;0.4;0.954
14_4_4;1;14;4;4;1;1.006965371;1.295225507;0.4;0.954
14_3_7;1;14;3;1;1;1.079171753;1.295225507;0.4;0.954
14_4_3;1;14;4;5;1;1.321224062;1.295225507;0.4;0.954
14_4_2;1;14;4;6;1;1.635482752;1.295225507;0.4;0.954
14_3_5;1;14;3;3;1;1.707689134;1.295225507;0.4;0.954
14_4_1;1;14;4;7;1;1.949741443;1.295225507;0.4;0.954
14_3_4;1;14;3;4;1;2.021947825;1.295225507;0.4;0.954
14_3_3;1;14;3;5;1;2.336206516;1.295225507;0.4;0.954
14_3_2;1;14;3;6;1;2.650465207;1.295225507;0.4;0.954
14_3_1;1;14;3;7;1;2.964723897;1.295225507;0.4;0.954
15_3_0;0;15;3;0;0;-0.848887941;1.194189025;0.4;0.967
15_4_0;0;15;4;0;0;0.63654922;1.194189025;0.4;0.967
15_3_14;1;15;3;1;0;-1.53344303;1.295225507;0.4;0.954
15_4_14;1;15;4;1;0;-1.40815981;1.295225507;0.4;0.954
15_3_13;1;15;3;2;0;-1.219184339;1.295225507;0.4;0.954
15_4_13;1;15;4;2;0;-1.093901119;1.295225507;0.4;0.954
15_3_12;1;15;3;3;0;-0.904925649;1.295225507;0.4;0.954
15_4_12;1;15;4;3;0;-0.779642429;1.295225507;0.4;0.954
15_3_11;1;15;3;4;0;-0.590666958;1.295225507;0.4;0.954
15_4_11;1;15;4;4;0;-0.465383738;1.295225507;0.4;0.954
15_3_10;1;15;3;5;0;-0.276408267;1.295225507;0.4;0.954
15_4_10;1;15;4;5;0;-0.151125047;1.295225507;0.4;0.954
15_3_9;1;15;3;6;0;0.037850424;1.295225507;0.4;0.954
15_4_7;1;15;4;1;1;0.064189299;1.295225507;0.4;0.954
15_4_9;1;15;4;6;0;0.163133644;1.295225507;0.4;0.954
15_3_8;1;15;3;7;0;0.352109114;1.295225507;0.4;0.954
15_4_6;1;15;4;2;1;0.378447989;1.295225507;0.4;0.954
15_4_8;1;15;4;7;0;0.477392335;1.295225507;0.4;0.954
15_4_5;1;15;4;3;1;0.69270668;1.295225507;0.4;0.954
15_4_4;1;15;4;4;1;1.006965371;1.295225507;0.4;0.954
15_3_7;1;15;3;1;1;1.079171753;1.295225507;0.4;0.954
15_4_3;1;15;4;5;1;1.321224062;1.295225507;0.4;0.954
15_3_6;1;15;3;2;1;1.393430444;1.295225507;0.4;0.954
15_4_2;1;15;4;6;1;1.635482752;1.295225507;0.4;0.954
15_3_5;1;15;3;3;1;1.707689134;1.295225507;0.4;0.954
15_4_1;1;15;4;7;1;1.949741443;1.295225507;0.4;0.954
15_3_4;1;15;3;4;1;2.021947825;1.295225507;0.4;0.954
15_3_3;1;15;3;5;1;2.336206516;1.295225507;0.4;0.954
15_3_2;1;15;3;6;1;2.650465207;1.295225507;0.4;0.954
15_3_1;1;15;3;7;1;2.964723897;1.295225507;0.4;0.954
16_3_0;0;16;3;0;0;-0.848887941;1.194189025;0.4;0.967
16_4_0;0;16;4;0;0;0.63654922;1.194189025;0.4;0.967
16_3_14;1;16;3;1;0;-1.53344303;1.295225507;0.4;0.954
16_4_14;1;16;4;1;0;-1.40815981;1.295225507;0.4;0.954
16_3_13;1;16;3;2;0;-1.219184339;1.295225507;0.4;0.954
16_4_13;1;16;4;2;0;-1.093901119;1.295225507;0.4;0.954
16_3_12;1;16;3;3;0;-0.904925649;1.295225507;0.4;0.954
16_4_12;1;16;4;3;0;-0.779642429;1.295225507;0.4;0.954
16_3_11;1;16;3;4;0;-0.590666958;1.295225507;0.4;0.954
16_4_11;1;16;4;4;0;-0.465383738;1.295225507;0.4;0.954
16_3_10;1;16;3;5;0;-0.276408267;1.295225507;0.4;0.954
16_4_10;1;16;4;5;0;-0.151125047;1.295225507;0.4;0.954
16_3_9;1;16;3;6;0;0.037850424;1.295225507;0.4;0.954
16_4_7;1;16;4;1;1;0.064189299;1.295225507;0.4;0.954
16_4_9;1;16;4;6;0;0.163133644;1.295225507;0.4;0.954
16_3_8;1;16;3;7;0;0.352109114;1.295225507;0.4;0.954
16_4_6;1;16;4;2;1;0.378447989;1.295225507;0.4;0.954
16_4_8;1;16;4;7;0;0.477392335;1.295225507;0.4;0.954
16_4_5;1;16;4;3;1;0.69270668;1.295225507;0.4;0.954
16_4_4;1;16;4;4;1;1.006965371;1.295225507;0.4;0.954
16_3_7;1;16;3;1;1;1.079171753;1.295225507;0.4;0.954
16_4_3;1;16;4;5;1;1.321224062;1.295225507;0.4;0.954
16_3_6;1;16;3;2;1;1.393430444;1.295225507;0.4;0.954
16_4_2;1;16;4;6;1;1.635482752;1.295225507;0.4;0.954
16_3_5;1;16;3;3;1;1.707689134;1.295225507;0.4;0.954
16_4_1;1;16;4;7;1;1.949741443;1.295225507;0.4;0.954
16_3_4;1;16;3;4;1;2.021947825;1.295225507;0.4;0.954
16_3_3;1;16;3;5;1;2.336206516;1.295225507;0.4;0.954
16_3_2;1;16;3;6;1;2.650465207;1.295225507;0.4;0.954
16_3_1;1;16;3;7;1;2.964723897;1.295225507;0.4;0.954
17_3_0;0;17;3;0;0;-0.848887941;1.194189025;0.4;0.967
17_4_0;0;17;4;0;0;0.63654922;1.194189025;0.4;0.967
17_3_14;1;17;3;1;0;-1.53344303;1.295225507;0.4;0.954
17_4_14;1;17;4;1;0;-1.40815981;1.295225507;0.4;0.954
17_3_13;1;17;3;2;0;-1.219184339;1.295225507;0.4;0.954
17_4_13;1;17;4;2;0;-1.093901119;1.295225507;0.4;0.954
17_3_12;1;17;3;3;0;-0.904925649;1.295225507;0.4;0.954
17_4_12;1;17;4;3;0;-0.779642429;1.295225507;0.4;0.954
17_3_11;1;17;3;4;0;-0.590666958;1.295225507;0.4;0.954
17_4_11;1;17;4;4;0;-0.465383738;1.295225507;0.4;0.954
17_3_10;1;17;3;5;0;-0.276408267;1.295225507;0.4;0.954
17_4_10;1;17;4;5;0;-0.151125047;1.295225507;0.4;0.954
17_3_9;1;17;3;6;0;0.037850424;1.295225507;0.4;0.954
17_4_7;1;17;4;1;1;0.064189299;1.295225507;0.4;0.954
17_4_9;1;17;4;6;0;0.163133644;1.295225507;0.4;0.954
17_3_8;1;17;3;7;0;0.352109114;1.295225507;0.4;0.954
17_4_6;1;17;4;2;1;0.378447989;1.295225507;0.4;0.954
17_4_8;1;17;4;7;0;0.477392335;1.295225507;0.4;0.954
17_4_5;1;17;4;3;1;0.69270668;1.295225507;0.4;0.954
17_4_4;1;17;4;4;1;1.006965371;1.295225507;0.4;0.954
17_3_7;1;17;3;1;1;1.079171753;1.295225507;0.4;0.954
17_4_3;1;17;4;5;1;1.321224062;1.295225507;0.4;0.954
17_3_6;1;17;3;2;1;1.393430444;1.295225507;0.4;0.954
17_4_2;1;17;4;6;1;1.635482752;1.295225507;0.4;0.954
17_3_5;1;17;3;3;1;1.707689134;1.295225507;0.4;0.954
17_4_1;1;17;4;7;1;1.949741443;1.295225507;0.4;0.954
17_3_4;1;17;3;4;1;2.021947825;1.295225507;0.4;0.954
17_3_3;1;17;3;5;1;2.336206516;1.295225507;0.4;0.954
17_3_2;1;17;3;6;1;2.650465207;1.295225507;0.4;0.954
17_3_1;1;17;3;7;1;2.964723897;1.295225507;0.4;0.954
18_3_0;0;18;3;0;0;-0.848887941;1.194189025;0.4;0.967
18_4_0;0;18;4;0;0;0.63654922;1.194189025;0.4;0.967
18_3_14;1;18;3;1;0;-1.53344303;1.295225507;0.4;0.954
18_4_14;1;18;4;1;0;-1.40815981;1.295225507;0.4;0.954
18_3_13;1;18;3;2;0;-1.219184339;1.295225507;0.4;0.954
18_4_13;1;18;4;2;0;-1.093901119;1.295225507;0.4;0.954
18_3_12;1;18;3;3;0;-0.904925649;1.295225507;0.4;0.954
18_4_12;1;18;4;3;0;-0.779642429;1.295225507;0.4;0.954
18_3_11;1;18;3;4;0;-0.590666958;1.295225507;0.4;0.954
18_4_11;1;18;4;4;0;-0.465383738;1.295225507;0.4;0.954
18_3_10;1;18;3;5;0;-0.276408267;1.295225507;0.4;0.954
18_4_10;1;18;4;5;0;-0.151125047;1.295225507;0.4;0.954
18_3_9;1;18;3;6;0;0.037850424;1.295225507;0.4;0.954
18_4_7;1;18;4;1;1;0.064189299;1.295225507;0.4;0.954
18_4_9;1;18;4;6;0;0.163133644;1.295225507;0.4;0.954
18_3_8;1;18;3;7;0;0.352109114;1.295225507;0.4;0.954
18_4_6;1;18;4;2;1;0.378447989;1.295225507;0.4;0.954
18_4_8;1;18;4;7;0;0.477392335;1.295225507;0.4;0.954
18_4_5;1;18;4;3;1;0.69270668;1.295225507;0.4;0.954
18_4_4;1;18;4;4;1;1.006965371;1.295225507;0.4;0.954
18_3_7;1;18;3;1;1;1.079171753;1.295225507;0.4;0.954
18_4_3;1;18;4;5;1;1.321224062;1.295225507;0.4;0.954
18_3_6;1;18;3;2;1;1.393430444;1.295225507;0.4;0.954
18_4_2;1;18;4;6;1;1.635482752;1.295225507;0.4;0.954
18_3_5;1;18;3;3;1;1.707689134;1.295225507;0.4;0.954
18_4_1;1;18;4;7;1;1.949741443;1.295225507;0.4;0.954
18_3_4;1;18;3;4;1;2.021947825;1.295225507;0.4;0.954
18_3_3;1;18;3;5;1;2.336206516;1.295225507;0.4;0.954
18_3_2;1;18;3;6;1;2.650465207;1.295225507;0.4;0.954
19_3_0;0;19;3;0;0;-0.848887941;1.194189025;0.4;0.967
19_4_0;0;19;4;0;0;0.63654922;1.194189025;0.4;0.967
19_3_14;1;19;3;1;0;-1.53344303;1.295225507;0.4;0.954
19_4_14;1;19;4;1;0;-1.40815981;1.295225507;0.4;0.954
19_3_13;1;19;3;2;0;-1.219184339;1.295225507;0.4;0.954
19_4_13;1;19;4;2;0;-1.093901119;1.295225507;0.4;0.954
19_4_12;1;19;4;3;0;-0.779642429;1.295225507;0.4;0.954
19_4_11;1;19;4;4;0;-0.465383738;1.295225507;0.4;0.954
19_4_10;1;19;4;5;0;-0.151125047;1.295225507;0.4;0.954
19_3_9;1;19;3;6;0;0.037850424;1.295225507;0.4;0.954
19_4_7;1;19;4;1;1;0.064189299;1.295225507;0.4;0.954
19_4_9;1;19;4;6;0;0.163133644;1.295225507;0.4;0.954
19_3_8;1;19;3;7;0;0.352109114;1.295225507;0.4;0.954
19_4_6;1;19;4;2;1;0.378447989;1.295225507;0.4;0.954
19_4_8;1;19;4;7;0;0.477392335;1.295225507;0.4;0.954
19_4_5;1;19;4;3;1;0.69270668;1.295225507;0.4;0.954
19_4_4;1;19;4;4;1;1.006965371;1.295225507;0.4;0.954
19_3_7;1;19;3;1;1;1.079171753;1.295225507;0.4;0.954
19_4_3;1;19;4;5;1;1.321224062;1.295225507;0.4;0.954
19_3_6;1;19;3;2;1;1.393430444;1.295225507;0.4;0.954
19_4_2;1;19;4;6;1;1.635482752;1.295225507;0.4;0.954
19_3_5;1;19;3;3;1;1.707689134;1.295225507;0.4;0.954
19_4_1;1;19;4;7;1;1.949741443;1.295225507;0.4;0.954
19_3_4;1;19;3;4;1;2.021947825;1.295225507;0.4;0.954
19_3_3;1;19;3;5;1;2.336206516;1.295225507;0.4;0.954
19_3_2;1;19;3;6;1;2.650465207;1.295225507;0.4;0.954
19_3_1;1;19;3;7;1;2.964723897;1.295225507;0.4;0.954
20_3_0;0;20;3;0;0;-0.848887941;1.194189025;0.4;0.967
20_4_0;0;20;4;0;0;0.63654922;1.194189025;0.4;0.967
20_3_14;1;20;3;1;0;-1.53344303;1.295225507;0.4;0.954
20_4_14;1;20;4;1;0;-1.40815981;1.295225507;0.4;0.954
20_3_13;1;20;3;2;0;-1.219184339;1.295225507;0.4;0.954
20_4_13;1;20;4;2;0;-1.093901119;1.295225507;0.4;0.954
20_3_12;1;20;3;3;0;-0.904925649;1.295225507;0.4;0.954
20_4_12;1;20;4;3;0;-0.779642429;1.295225507;0.4;0.954
20_3_11;1;20;3;4;0;-0.590666958;1.295225507;0.4;0.954
20_3_10;1;20;3;5;0;-0.276408267;1.295225507;0.4;0.954
20_4_10;1;20;4;5;0;-0.151125047;1.295225507;0.4;0.954
20_3_9;1;20;3;6;0;0.037850424;1.295225507;0.4;0.954
20_4_7;1;20;4;1;1;0.064189299;1.295225507;0.4;0.954
20_4_9;1;20;4;6;0;0.163133644;1.295225507;0.4;0.954
20_3_8;1;20;3;7;0;0.352109114;1.295225507;0.4;0.954
20_4_6;1;20;4;2;1;0.378447989;1.295225507;0.4;0.954
20_4_8;1;20;4;7;0;0.477392335;1.295225507;0.4;0.954
20_4_5;1;20;4;3;1;0.69270668;1.295225507;0.4;0.954
20_4_4;1;20;4;4;1;1.006965371;1.295225507;0.4;0.954
20_3_7;1;20;3;1;1;1.079171753;1.295225507;0.4;0.954
20_4_3;1;20;4;5;1;1.321224062;1.295225507;0.4;0.954
20_3_6;1;20;3;2;1;1.393430444;1.295225507;0.4;0.954
20_4_2;1;20;4;6;1;1.635482752;1.295225507;0.4;0.954
20_3_5;1;20;3;3;1;1.707689134;1.295225507;0.4;0.954
20_4_1;1;20;4;7;1;1.949741443;1.295225507;0.4;0.954
20_3_4;1;20;3;4;1;2.021947825;1.295225507;0.4;0.954
20_3_3;1;20;3;5;1;2.336206516;1.295225507;0.4;0.954
20_3_2;1;20;3;6;1;2.650465207;1.295225507;0.4;0.954
20_3_1;1;20;3;7;1;2.964723897;1.295225507;0.4;0.954
21_3_0;0;21;3;0;0;-0.848887941;1.194189025;0.4;0.967
21_4_0;0;21;4;0;0;0.63654922;1.194189025;0.4;0.967
21_3_14;1;21;3;1;0;-1.53344303;1.295225507;0.4;0.954
21_4_14;1;21;4;1;0;-1.40815981;1.295225507;0.4;0.954
21_3_13;1;21;3;2;0;-1.219184339;1.295225507;0.4;0.954
21_4_13;1;21;4;2;0;-1.093901119;1.295225507;0.4;0.954
21_3_12;1;21;3;3;0;-0.904925649;1.295225507;0.4;0.954
21_4_12;1;21;4;3;0;-0.779642429;1.295225507;0.4;0.954
21_3_11;1;21;3;4;0;-0.590666958;1.295225507;0.4;0.954
21_4_11;1;21;4;4;0;-0.465383738;1.295225507;0.4;0.954
21_3_10;1;21;3;5;0;-0.276408267;1.295225507;0.4;0.954
21_4_10;1;21;4;5;0;-0.151125047;1.295225507;0.4;0.954
21_3_9;1;21;3;6;0;0.037850424;1.295225507;0.4;0.954
21_4_7;1;21;4;1;1;0.064189299;1.295225507;0.4;0.954
21_4_9;1;21;4;6;0;0.163133644;1.295225507;0.4;0.954
21_3_8;1;21;3;7;0;0.352109114;1.295225507;0.4;0.954
21_4_6;1;21;4;2;1;0.378447989;1.295225507;0.4;0.954
21_4_5;1;21;4;3;1;0.69270668;1.295225507;0.4;0.954
21_4_4;1;21;4;4;1;1.006965371;1.295225507;0.4;0.954
21_3_7;1;21;3;1;1;1.079171753;1.295225507;0.4;0.954
21_4_3;1;21;4;5;1;1.321224062;1.295225507;0.4;0.954
21_3_6;1;21;3;2;1;1.393430444;1.295225507;0.4;0.954
21_4_2;1;21;4;6;1;1.635482752;1.295225507;0.4;0.954
21_3_5;1;21;3;3;1;1.707689134;1.295225507;0.4;0.954
21_4_1;1;21;4;7;1;1.949741443;1.295225507;0.4;0.954
21_3_4;1;21;3;4;1;2.021947825;1.295225507;0.4;0.954
21_3_3;1;21;3;5;1;2.336206516;1.295225507;0.4;0.954
21_3_2;1;21;3;6;1;2.650465207;1.295225507;0.4;0.954
21_3_1;1;21;3;7;1;2.964723897;1.295225507;0.4;0.954
22_3_0;0;22;3;0;0;-0.848887941;1.194189025;0.4;0.967
22_4_0;0;22;4;0;0;0.63654922;1.194189025;0.4;0.967
22_3_14;1;22;3;1;0;-1.53344303;1.295225507;0.4;0.954
22_4_14;1;22;4;1;0;-1.40815981;1.295225507;0.4;0.954
22_3_13;1;22;3;2;0;-1.219184339;1.295225507;0.4;0.954
22_4_13;1;22;4;2;0;-1.093901119;1.295225507;0.4;0.954
22_3_12;1;22;3;3;0;-0.904925649;1.295225507;0.4;0.954
22_4_12;1;22;4;3;0;-0.779642429;1.295225507;0.4;0.954
22_3_11;1;22;3;4;0;-0.590666958;1.295225507;0.4;0.954
22_4_11;1;22;4;4;0;-0.465383738;1.295225507;0.4;0.954
22_3_10;1;22;3;5;0;-0.276408267;1.295225507;0.4;0.954
22_4_10;1;22;4;5;0;-0.151125047;1.295225507;0.4;0.954
22_3_9;1;22;3;6;0;0.037850424;1.295225507;0.4;0.954
22_4_7;1;22;4;1;1;0.064189299;1.295225507;0.4;0.954
22_4_9;1;22;4;6;0;0.163133644;1.295225507;0.4;0.954
22_3_8;1;22;3;7;0;0.352109114;1.295225507;0.4;0.954
22_4_6;1;22;4;2;1;0.378447989;1.295225507;0.4;0.954
22_4_8;1;22;4;7;0;0.477392335;1.295225507;0.4;0.954
22_4_5;1;22;4;3;1;0.69270668;1.295225507;0.4;0.954
22_4_4;1;22;4;4;1;1.006965371;1.295225507;0.4;0.954
22_3_7;1;22;3;1;1;1.079171753;1.295225507;0.4;0.954
22_4_3;1;22;4;5;1;1.321224062;1.295225507;0.4;0.954
22_3_6;1;22;3;2;1;1.393430444;1.295225507;0.4;0.954
22_4_2;1;22;4;6;1;1.635482752;1.295225507;0.4;0.954
22_3_5;1;22;3;3;1;1.707689134;1.295225507;0.4;0.954
22_4_1;1;22;4;7;1;1.949741443;1.295225507;0.4;0.954
22_3_4;1;22;3;4;1;2.021947825;1.295225507;0.4;0.954
22_3_3;1;22;3;5;1;2.336206516;1.295225507;0.4;0.954
22_3_2;1;22;3;6;1;2.650465207;1.295225507;0.4;0.954
22_3_1;1;22;3;7;1;2.964723897;1.295225507;0.4;0.954
23_3_0;0;23;3;0;0;-0.848887941;1.194189025;0.4;0.967
23_4_0;0;23;4;0;0;0.63654922;1.194189025;0.4;0.967
23_3_14;1;23;3;1;0;-1.53344303;1.295225507;0.4;0.954
23_4_14;1;23;4;1;0;-1.40815981;1.295225507;0.4;0.954
23_3_13;1;23;3;2;0;-1.219184339;1.295225507;0.4;0.954
23_4_13;1;23;4;2;0;-1.093901119;1.295225507;0.4;0.954
23_3_12;1;23;3;3;0;-0.904925649;1.295225507;0.4;0.954
23_4_12;1;23;4;3;0;-0.779642429;1.295225507;0.4;0.954
23_3_11;1;23;3;4;0;-0.590666958;1.295225507;0.4;0.954
23_4_11;1;23;4;4;0;-0.465383738;1.295225507;0.4;0.954
23_3_10;1;23;3;5;0;-0.276408267;1.295225507;0.4;0.954
23_4_10;1;23;4;5;0;-0.151125047;1.295225507;0.4;0.954
23_3_9;1;23;3;6;0;0.037850424;1.295225507;0.4;0.954
23_4_7;1;23;4;1;1;0.064189299;1.295225507;0.4;0.954
23_4_9;1;23;4;6;0;0.163133644;1.295225507;0.4;0.954
23_3_8;1;23;3;7;0;0.352109114;1.295225507;0.4;0.954
23_4_6;1;23;4;2;1;0.378447989;1.295225507;0.4;0.954
23_4_8;1;23;4;7;0;0.477392335;1.295225507;0.4;0.954
23_4_5;1;23;4;3;1;0.69270668;1.295225507;0.4;0.954
23_4_4;1;23;4;4;1;1.006965371;1.295225507;0.4;0.954
23_3_7;1;23;3;1;1;1.079171753;1.295225507;0.4;0.954
23_4_3;1;23;4;5;1;1.321224062;1.295225507;0.4;0.954
23_3_6;1;23;3;2;1;1.393430444;1.295225507;0.4;0.954
23_4_2;1;23;4;6;1;1.635482752;1.295225507;0.4;0.954
23_3_5;1;23;3;3;1;1.707689134;1.295225507;0.4;0.954
23_4_1;1;23;4;7;1;1.949741443;1.295225507;0.4;0.954
23_3_4;1;23;3;4;1;2.021947825;1.295225507;0.4;0.954
23_3_3;1;23;3;5;1;2.336206516;1.295225507;0.4;0.954
23_3_2;1;23;3;6;1;2.650465207;1.295225507;0.4;0.954
23_3_1;1;23;3;7;1;2.964723897;1.295225507;0.4;0.954
24_3_0;0;24;3;0;0;-0.848887941;1.194189025;0.4;0.967
24_4_0;0;24;4;0;0;0.63654922;1.194189025;0.4;0.967
24_3_14;1;24;3;1;0;-1.53344303;1.295225507;0.4;0.954
24_4_14;1;24;4;1;0;-1.40815981;1.295225507;0.4;0.954
24_3_13;1;24;3;2;0;-1.219184339;1.295225507;0.4;0.954
24_4_13;1;24;4;2;0;-1.093901119;1.295225507;0.4;0.954
24_4_12;1;24;4;3;0;-0.779642429;1.295225507;0.4;0.954
24_3_11;1;24;3;4;0;-0.590666958;1.295225507;0.4;0.954
24_4_11;1;24;4;4;0;-0.465383738;1.295225507;0.4;0.954
24_3_10;1;24;3;5;0;-0.276408267;1.295225507;0.4;0.954
24_4_10;1;24;4;5;0;-0.151125047;1.295225507;0.4;0.954
24_3_9;1;24;3;6;0;0.037850424;1.295225507;0.4;0.954
24_4_7;1;24;4;1;1;0.064189299;1.295225507;0.4;0.954
24_4_9;1;24;4;6;0;0.163133644;1.295225507;0.4;0.954
24_3_8;1;24;3;7;0;0.352109114;1.295225507;0.4;0.954
24_4_6;1;24;4;2;1;0.378447989;1.295225507;0.4;0.954
24_4_8;1;24;4;7;0;0.477392335;1.295225507;0.4;0.954
24_4_5;1;24;4;3;1;0.69270668;1.295225507;0.4;0.954
24_4_4;1;24;4;4;1;1.006965371;1.295225507;0.4;0.954
24_3_7;1;24;3;1;1;1.079171753;1.295225507;0.4;0.954
24_4_3;1;24;4;5;1;1.321224062;1.295225507;0.4;0.954
24_3_6;1;24;3;2;1;1.393430444;1.295225507;0.4;0.954
24_4_2;1;24;4;6;1;1.635482752;1.295225507;0.4;0.954
24_3_5;1;24;3;3;1;1.707689134;1.295225507;0.4;0.954
24_4_1;1;24;4;7;1;1.949741443;1.295225507;0.4;0.954
24_3_4;1;24;3;4;1;2.021947825;1.295225507;0.4;0.954
24_3_3;1;24;3;5;1;2.336206516;1.295225507;0.4;0.954
24_3_2;1;24;3;6;1;2.650465207;1.295225507;0.4;0.954
24_3_1;1;24;3;7;1;2.964723897;1.295225507;0.4;0.954
25_3_0;0;25;3;0;0;-0.848887941;1.194189025;0.4;0.967
25_4_0;0;25;4;0;0;0.63654922;1.194189025;0.4;0.967
25_3_14;1;25;3;1;0;-1.53344303;1.295225507;0.4;0.954
25_4_14;1;25;4;1;0;-1.40815981;1.295225507;0.4;0.954
25_3_13;1;25;3;2;0;-1.219184339;1.295225507;0.4;0.954
25_4_13;1;25;4;2;0;-1.093901119;1.295225507;0.4;0.954
25_3_12;1;25;3;3;0;-0.904925649;1.295225507;0.4;0.954
25_4_12;1;25;4;3;0;-0.779642429;1.295225507;0.4;0.954
25_3_11;1;25;3;4;0;-0.590666958;1.295225507;0.4;0.954
25_4_11;1;25;4;4;0;-0.465383738;1.295225507;0.4;0.954
25_3_10;1;25;3;5;0;-0.276408267;1.295225507;0.4;0.954
25_4_10;1;25;4;5;0;-0.151125047;1.295225507;0.4;0.954
25_3_9;1;25;3;6;0;0.037850424;1.295225507;0.4;0.954
25_4_7;1;25;4;1;1;0.064189299;1.295225507;0.4;0.954
25_4_9;1;25;4;6;0;0.163133644;1.295225507;0.4;0.954
25_3_8;1;25;3;7;0;0.352109114;1.295225507;0.4;0.954
25_4_6;1;25;4;2;1;0.378447989;1.295225507;0.4;0.954
25_4_8;1;25;4;7;0;0.477392335;1.295225507;0.4;0.954
25_4_5;1;25;4;3;1;0.69270668;1.295225507;0.4;0.954
25_4_4;1;25;4;4;1;1.006965371;1.295225507;0.4;0.954
25_3_7;1;25;3;1;1;1.079171753;1.295225507;0.4;0.954
25_4_3;1;25;4;5;1;1.321224062;1.295225507;0.4;0.954
25_3_6;1;25;3;2;1;1.393430444;1.295225507;0.4;0.954
25_4_2;1;25;4;6;1;1.635482752;1.295225507;0.4;0.954
25_3_5;1;25;3;3;1;1.707689134;1.295225507;0.4;0.954
25_4_1;1;25;4;7;1;1.949741443;1.295225507;0.4;0.954
25_3_4;1;25;3;4;1;2.021947825;1.295225507;0.4;0.954
25_3_3;1;25;3;5;1;2.336206516;1.295225507;0.4;0.954
25_3_2;1;25;3;6;1;2.650465207;1.295225507;0.4;0.954
25_3_1;1;25;3;7;1;2.964723897;1.295225507;0.4;0.954
26_3_0;0;26;3;0;0;-0.848887941;1.194189025;0.4;0.967
26_4_0;0;26;4;0;0;0.63654922;1.194189025;0.4;0.967
26_3_14;1;26;3;1;0;-1.53344303;1.295225507;0.4;0.954
26_4_14;1;26;4;1;0;-1.40815981;1.295225507;0.4;0.954
26_3_13;1;26;3;2;0;-1.219184339;1.295225507;0.4;0.954
26_4_13;1;26;4;2;0;-1.093901119;1.295225507;0.4;0.954
26_3_12;1;26;3;3;0;-0.904925649;1.295225507;0.4;0.954
26_4_12;1;26;4;3;0;-0.779642429;1.295225507;0.4;0.954
26_3_11;1;26;3;4;0;-0.590666958;1.295225507;0.4;0.954
26_4_11;1;26;4;4;0;-0.465383738;1.295225507;0.4;0.954
26_3_10;1;26;3;5;0;-0.276408267;1.295225507;0.4;0.954
26_4_10;1;26;4;5;0;-0.151125047;1.295225507;0.4;0.954
26_3_9;1;26;3;6;0;0.037850424;1.295225507;0.4;0.954
26_4_7;1;26;4;1;1;0.064189299;1.295225507;0.4;0.954
26_4_9;1;26;4;6;0;0.163133644;1.295225507;0.4;0.954
26_3_8;1;26;3;7;0;0.352109114;1.295225507;0.4;0.954
26_4_6;1;26;4;2;1;0.378447989;1.295225507;0.4;0.954
26_4_8;1;26;4;7;0;0.477392335;1.295225507;0.4;0.954
26_4_5;1;26;4;3;1;0.69270668;1.295225507;0.4;0.954
26_4_4;1;26;4;4;1;1.006965371;1.295225507;0.4;0.954
26_3_7;1;26;3;1;1;1.079171753;1.295225507;0.4;0.954
26_4_3;1;26;4;5;1;1.321224062;1.295225507;0.4;0.954
26_3_6;1;26;3;2;1;1.393430444;1.295225507;0.4;0.954
26_4_2;1;26;4;6;1;1.635482752;1.295225507;0.4;0.954
26_3_5;1;26;3;3;1;1.707689134;1.295225507;0.4;0.954
26_4_1;1;26;4;7;1;1.949741443;1.295225507;0.4;0.954
26_3_4;1;26;3;4;1;2.021947825;1.295225507;0.4;0.954
26_3_3;1;26;3;5;1;2.336206516;1.295225507;0.4;0.954
26_3_2;1;26;3;6;1;2.650465207;1.295225507;0.4;0.954
26_3_1;1;26;3;7;1;2.964723897;1.295225507;0.4;0.954
27_3_0;0;27;3;0;0;-0.848887941;1.194189025;0.4;0.967
27_4_0;0;27;4;0;0;0.63654922;1.194189025;0.4;0.967
27_3_14;1;27;3;1;0;-1.53344303;1.295225507;0.4;0.954
27_4_14;1;27;4;1;0;-1.40815981;1.295225507;0.4;0.954
27_3_13;1;27;3;2;0;-1.219184339;1.295225507;0.4;0.954
27_4_13;1;27;4;2;0;-1.093901119;1.295225507;0.4;0.954
27_3_12;1;27;3;3;0;-0.904925649;1.295225507;0.4;0.954
27_4_12;1;27;4;3;0;-0.779642429;1.295225507;0.4;0.954
27_3_11;1;27;3;4;0;-0.590666958;1.295225507;0.4;0.954
27_4_11;1;27;4;4;0;-0.465383738;1.295225507;0.4;0.954
27_3_10;1;27;3;5;0;-0.276408267;1.295225507;0.4;0.954
27_4_10;1;27;4;5;0;-0.151125047;1.295225507;0.4;0.954
27_3_9;1;27;3;6;0;0.037850424;1.295225507;0.4;0.954
27_4_7;1;27;4;1;1;0.064189299;1.295225507;0.4;0.954
27_4_9;1;27;4;6;0;0.163133644;1.295225507;0.4;0.954
27_3_8;1;27;3;7;0;0.352109114;1.295225507;0.4;0.954
27_4_6;1;27;4;2;1;0.378447989;1.295225507;0.4;0.954
